ID,Average Speed (km/h),Waiting Time,Speed Factor
174,22.518980667838314,42.9,1.05
249,24.68787401574803,0.0,1.02
274,28.065245901639347,0.0,1.19
221,33.39173848439822,0.0,0.86
242,36.42,0.0,1.2
260,23.22891089108911,0.0,0.85
164,19.725679201841903,8.7,0.76
222,11.882039660056659,27.6,1.0
233,29.502589703588146,0.0,1.03
180,17.31612244897959,35.5,1.07
244,25.78408839779006,6.0,0.99
218,21.39861386138614,13.8,0.96
265,27.783351955307268,0.0,1.06
254,27.636381418092913,0.0,0.93
191,19.11671388101983,45.2,1.09
273,39.33714285714286,0.0,1.12
217,28.448280871670704,5.5,1.02
138,32.15735037768739,0.0,1.01
297,1.1534210526315791,13.1,1.11
223,18.82002344665885,19.7,0.95
243,20.50681690140845,7.8,0.9
212,9.75338432122371,50.6,1.01
240,22.203380281690144,20.5,1.19
294,38.615478260869565,0.0,1.0
237,27.26922888616891,0.0,0.95
281,32.98680965147453,0.0,1.03
275,41.74575,0.7,1.14
241,20.656674937965263,6.1,0.95
250,26.534808510638296,9.8,1.11
177,16.29785234899329,59.7,0.98
213,13.890287707061901,45.0,0.93
263,29.736978851963748,0.0,1.14
285,24.67776,0.5,0.95
299,31.63909090909091,0.0,1.03
185,25.214161490683228,19.6,0.96
215,27.715030198446936,0.0,0.89
268,36.76860282574569,0.0,1.19
236,24.847875000000002,11.7,0.96
264,22.014977973568282,2.3,1.1
239,22.125553145336227,11.6,0.86
286,30.87175704989154,1.3,0.96
310,26.106028708133973,0.0,1.32
272,27.34937704918033,20.5,1.0
287,21.387206477732796,0.0,0.86
255,24.53956834532374,0.0,0.81
282,26.1631914893617,1.5,1.02
234,26.39922077922078,6.5,0.98
166,21.900205479452055,44.0,0.98
206,12.816896046852124,56.0,0.93
337,22.83157894736842,0.0,1.11
326,26.617499999999996,0.0,1.02
296,22.737510373443982,3.5,1.13
293,32.92896551724138,0.0,0.8
336,0.0,0.0,1.08
246,5.098582677165354,26.8,1.11
333,10.143157894736841,0.0,0.99
232,21.999002579535684,23.2,0.97
277,31.236738768718805,0.7,1.12
331,20.425454545454546,0.0,0.89
317,25.591304347826085,0.0,1.04
302,11.6091921005386,20.0,0.97
345,24.227999999999998,2.8,1.06
158,16.11122789287519,84.3,0.99
295,29.41364928909953,0.0,1.07
346,23.76679245283019,0.0,0.99
308,39.44480314960631,0.0,0.97
270,20.921324503311258,14.9,1.07
235,29.99522339561333,0.9,1.03
271,33.09369683751363,0.0,1.11
284,22.09522613065327,12.7,1.1
313,24.20224448897796,3.7,1.05
269,12.413752711496747,40.8,0.93
251,40.721393728223,9.0,0.94
328,37.38870712401056,0.0,0.88
247,15.111317829457363,44.0,1.0
256,12.934263018534864,56.7,1.1
305,22.02509433962264,3.0,0.88
261,32.05631912964642,0.0,0.96
278,38.049671261930015,0.0,1.26
358,22.458461538461535,0.0,0.88
343,27.451836734693877,0.0,1.16
323,26.48041237113402,2.0,1.24
283,21.62033898305085,13.7,1.09
262,15.605719523373052,21.2,0.85
316,20.140573355817875,1.7,0.88
292,23.02671586715867,11.7,0.97
257,13.63278195488722,51.4,1.08
298,12.802666666666667,36.5,0.92
322,29.190052173913045,1.5,1.11
290,21.54964757709251,26.1,1.1
279,18.678894230769227,26.7,1.07
319,26.599169329073483,0.0,0.93
267,15.953485113835374,25.3,0.9
309,20.00935524652339,17.3,1.23
318,19.651891891891896,15.8,1.17
342,29.253506493506492,0.0,1.01
300,24.66995744680851,8.0,0.94
248,22.931589537223342,33.8,1.14
335,25.042175999999998,5.2,0.89
225,17.429765201685733,35.1,0.94
329,18.136851063829788,13.3,1.12
344,24.422989323843414,4.3,1.21
359,30.361702127659576,0.8,0.94
327,19.246864864864865,20.0,1.2
325,23.72292046936115,3.6,0.97
334,31.20186770428016,0.0,0.86
332,32.73268656716418,0.0,0.98
355,11.823400365630713,17.6,0.96
208,16.775825242718447,64.1,1.0
339,20.574834437086093,2.8,0.77
341,26.59621621621622,9.0,0.92
350,56.4192,0.0,1.04
312,39.4382256509161,0.0,1.05
306,15.930245231607632,40.3,1.05
276,28.297085427135677,0.0,0.98
220,10.107414829659318,110.5,1.11
340,20.182978723404258,13.6,1.12
356,26.761918604651164,2.9,0.98
252,7.28886337543054,115.1,1.01
307,32.85891756869276,0.0,1.05
304,29.92562551103843,0.0,1.01
291,25.918696596669083,10.8,0.98
280,14.82581173260573,34.0,0.98
330,42.78253929866989,0.0,1.07
352,15.438266978922716,36.6,1.04
321,7.5816187989556125,58.5,0.93
289,26.26094117647059,0.0,0.99
354,13.983952095808384,27.2,1.04
349,26.223490669593854,0.0,0.87
324,15.07882075471698,28.4,0.96
228,11.304433132808885,124.6,1.13
238,13.243699421965319,106.8,1.08
315,31.390851063829786,1.2,1.06
338,20.764114285714285,18.8,0.8
357,18.116223776223777,29.0,0.99
288,32.02093730979915,1.4,1.01
266,34.14703777335984,0.2,0.99
311,16.170270645385152,41.6,0.83
320,27.11028446389497,0.8,0.89
351,37.03186046511628,0.0,0.94
353,16.61306038894575,37.7,1.02
347,31.506174142480212,0.1,1.0
348,32.419246275197196,0.0,1.06
301,28.748063241106717,0.0,1.05
314,20.91375,1.1,0.76
303,28.495955056179778,0.0,1.01
