ID,Average Speed (km/h),Waiting Time,Speed Factor
234,22.968813559322033,20.5,0.98
292,32.00123076923077,1.6,0.97
322,38.8525,0.0,1.11
328,37.68702127659574,0.0,0.88
313,22.573682242990657,4.2,1.05
271,31.611375000000002,1.6,1.11
305,24.532329246935202,2.8,0.88
261,32.290520547945206,0.0,0.96
225,20.857953890489913,19.1,0.94
278,38.09006369426752,0.0,1.26
343,27.174545454545456,0.0,1.16
358,18.457241379310346,3.0,0.88
316,20.039194630872483,2.7,0.88
277,18.67988059701493,21.0,1.12
279,25.20383886255924,27.5,1.07
321,15.123750000000001,6.4,0.93
300,28.735762081784387,0.0,0.94
319,26.55674641148325,0.0,0.93
309,21.330727762803235,10.4,1.23
246,5.441344537815126,15.8,1.11
318,18.777847919655667,17.2,1.17
329,21.09980198019802,4.0,1.12
342,28.63372881355932,0.0,1.01
344,29.4543347639485,0.0,1.21
267,14.470913423351867,26.8,0.9
335,26.754461538461538,1.3,0.89
248,23.386456908344734,17.7,1.14
262,12.90814253222138,27.2,0.85
315,38.751275327771154,0.0,1.06
359,30.218823529411768,0.8,0.94
327,19.04101604278075,19.3,1.2
325,23.508372093023254,7.7,0.97
295,17.53186440677966,41.2,1.07
291,31.844946619217083,0.0,0.98
334,32.73012244897959,0.0,0.86
357,31.528843813387425,0.0,0.99
353,29.40391304347826,0.0,1.02
332,34.22247074122237,0.0,0.98
339,21.695530726256987,0.0,0.77
355,11.737568058076226,21.9,0.96
312,41.02050150451354,0.0,1.05
276,29.460269058295964,0.0,0.98
158,12.562695035460992,135.3,0.99
356,31.207118644067794,0.8,0.98
350,56.33253456221199,0.0,1.04
341,26.48882907133244,8.8,0.92
208,16.550862068965518,67.9,1.0
323,34.17104761904762,0.0,1.24
306,15.576554174067494,51.7,1.05
340,20.278859857482185,15.0,1.12
338,25.263406720741603,0.0,0.8
307,33.47206106870229,0.0,1.05
304,29.92562551103843,0.0,1.01
252,7.222525597269624,120.9,1.01
280,16.146096256684494,34.1,0.98
330,42.88625454545454,0.0,1.07
288,35.214457831325305,1.2,1.01
311,18.566820717131474,21.3,0.83
354,16.202150537634406,30.4,1.04
349,26.252307692307692,0.0,0.87
324,10.86392523364486,63.0,0.96
352,14.584380530973451,39.5,1.04
238,13.079885823025691,116.0,1.08
289,27.304954128440365,0.0,0.99
347,32.59555959963603,0.0,1.0
351,37.067778855480114,0.0,0.94
320,26.624785100286534,1.2,0.89
228,10.435232806492953,149.3,1.13
348,32.419246275197196,0.0,1.06
314,22.407589285714288,0.0,0.76
301,27.707657142857144,0.0,1.05
220,7.989861386138613,179.8,1.11
266,25.960807453416148,10.0,0.99
303,28.54941838649156,0.0,1.01
