ID,Average Speed (km/h),Waiting Time,Speed Factor
245,28.89889156626506,0.0,1.12
209,32.28822580645161,0.0,0.9
217,33.957052023121385,0.0,1.02
274,27.837073170731706,0.0,1.19
221,33.491266766020864,0.0,0.86
242,36.04453608247423,0.0,1.2
222,11.848474576271188,29.8,1.0
249,24.531535269709543,2.8,1.02
260,23.305827814569536,0.0,0.85
244,25.689467889908258,6.3,0.99
240,29.5918771331058,0.3,1.19
265,27.783351955307268,0.0,1.06
250,36.5371875,0.0,1.11
174,19.927371695178852,45.1,1.05
256,30.27793388429752,0.0,1.1
233,26.192742382271465,2.8,1.03
191,17.836651982378857,43.4,1.09
185,29.46396774193548,0.0,0.96
138,32.15735037768739,0.0,1.01
180,15.62836531082118,45.4,1.07
297,1.234647887323944,12.1,1.11
223,18.776,20.1,0.95
294,38.448311688311684,0.0,1.0
166,19.997509727626458,47.9,0.98
281,33.07548387096774,0.0,1.03
286,38.77896457765667,0.0,0.96
275,41.572531120331945,0.7,1.14
212,9.084630454140695,57.8,1.01
269,21.23465677179963,2.5,0.93
243,17.3538021454112,21.8,0.9
218,15.790027397260271,29.7,0.96
254,16.89578475336323,22.6,0.93
247,22.521489088575095,6.0,1.0
299,31.845882352941175,0.0,1.03
263,29.250936106983662,4.4,1.14
236,25.242285714285718,13.4,0.96
310,26.615414634146344,0.0,1.32
270,31.27841584158416,0.0,1.07
215,27.691137931034483,0.0,0.89
239,22.246194111232278,11.0,0.86
234,30.242678002125402,0.0,0.98
264,21.448068669527895,1.9,1.1
287,22.336744186046516,0.0,0.86
273,20.018093699515347,4.9,1.12
251,24.602853745541026,3.4,0.94
284,33.62868068833652,0.0,1.1
232,24.36651428571429,19.8,0.97
213,12.869273021001616,47.2,0.93
272,25.47041221374046,20.9,1.0
296,26.15627684964201,0.4,1.13
241,17.16420618556701,21.5,0.95
298,24.808995215311008,0.0,0.92
268,32.395020746887965,2.1,1.19
282,12.869541595925298,27.5,1.02
333,16.51885714285714,0.0,0.99
257,19.732091898428052,21.0,1.08
326,26.467118644067796,0.0,1.02
337,22.057627118644067,0.0,1.11
283,31.9432387312187,1.2,1.09
293,32.9921689059501,0.0,0.8
336,0.0,0.0,1.08
206,12.45226173541963,58.7,0.93
255,21.959227467811157,0.4,0.81
317,25.355076923076926,0.0,1.04
331,20.529137055837566,0.0,0.89
237,19.123570815450645,26.0,0.95
346,23.76679245283019,0.0,0.99
302,11.567656529516995,0.4,0.97
345,24.41581395348837,2.7,1.06
290,27.992961373390557,15.0,1.1
235,29.946569343065697,0.9,1.03
271,33.09369683751363,0.0,1.11
308,36.169602888086644,0.0,0.97
323,34.33957219251337,0.0,1.24
285,11.625829145728645,16.3,0.95
328,37.68702127659574,0.0,0.88
313,22.743728813559326,3.8,1.05
305,22.094574132492117,1.6,0.88
292,33.549677419354836,0.0,0.97
261,32.290520547945206,0.0,0.96
225,20.81296908698778,19.8,0.94
278,38.049671261930015,0.0,1.26
358,22.458461538461535,0.0,0.88
343,27.451836734693877,0.0,1.16
316,19.579278688524592,4.6,0.88
322,30.133357271095154,0.0,1.11
319,26.55674641148325,0.0,0.93
277,17.56153414405987,22.0,1.12
279,24.535224913494808,26.8,1.07
309,21.891286307053942,3.2,1.23
342,29.444705882352945,0.0,1.01
329,21.24,5.1,1.12
300,24.156,9.1,0.94
248,22.885542168674696,13.0,1.14
262,12.77257314328582,30.9,0.85
321,11.522857142857143,20.7,0.93
295,17.885533141210377,27.9,1.07
352,27.814936708860763,0.0,1.04
327,19.143387096774195,18.7,1.2
359,30.290094339622645,0.9,0.94
344,23.829375,0.0,1.21
291,32.1308078994614,0.0,0.98
267,13.327637161667887,39.8,0.9
325,23.208520408163267,10.1,0.97
246,3.854285714285714,34.9,1.11
354,26.642829076620824,3.8,1.04
315,35.33947826086957,2.2,1.06
334,32.909220246238036,0.0,0.86
357,31.528843813387425,0.0,0.99
353,29.6726873857404,0.0,1.02
332,35.75690217391305,0.0,0.98
339,21.665271966527197,0.0,0.77
312,40.653518886679926,0.0,1.05
158,12.627374257425743,141.1,0.99
355,11.055384615384616,22.7,0.96
276,29.090656826568267,0.0,0.98
356,31.800000000000004,0.0,0.98
341,26.56032388663968,8.9,0.92
350,56.33253456221199,0.0,1.04
208,16.63051010587103,66.8,1.0
306,15.786858685868589,44.5,1.05
335,25.657967213114752,0.0,0.89
307,33.190546677880576,0.0,1.05
311,20.43978947368421,6.2,0.83
304,29.974643734643735,0.0,1.01
252,7.222525597269624,124.0,1.01
318,21.163814713896457,4.5,1.17
340,19.05669642857143,15.8,1.12
330,42.83433414043584,0.0,1.07
338,22.734431699687175,7.0,0.8
349,26.252307692307692,0.0,0.87
288,34.05203883495145,2.6,1.01
280,29.057005347593588,0.0,0.98
238,13.136129956999522,115.5,1.08
289,27.388711656441718,0.0,0.99
347,32.68478102189781,0.0,1.0
351,37.067778855480114,0.0,0.94
320,27.070793882010197,2.4,0.89
228,10.570696668109044,145.1,1.13
220,8.357249378624688,156.8,1.11
348,32.39085814360771,0.0,1.06
324,26.528713692946056,0.0,0.96
314,22.45771812080537,0.0,0.76
301,26.49639344262295,0.0,1.05
266,25.68165898617512,13.2,0.99
303,27.41772972972973,0.0,1.01
